0.574635889,1.403912661
2.115892558,9.752310103
7.834079825,0.228561491
4.382098041,5.630987455
9.814321017,4.329018672
5.190875323,2.587123956
6.257123956,8.190875323
1.403912661,0.574635889
9.752310103,2.115892558
0.228561491,7.834079825
5.630987455,4.382098041
4.329018672,9.814321017
2.587123956,5.190875323
8.190875323,6.257123956
1.234567890,5.000000000
8.765432110,5.000000000
5.000000000,1.234567890
5.000000000,8.765432110
0.998877665,9.001122335
9.001122335,0.998877665
3.141592654,6.789012345
6.789012345,3.141592654
1.112233445,7.778899001
7.778899001,1.112233445
0.050505050,0.959595950
9.959595950,9.050505050
4.444444444,5.555555555
5.555555555,4.444444444
2.345678901,8.901234567
8.901234567,2.345678901
0.101010101,9.898989898
9.898989898,0.101010101
3.030303030,6.969696970
6.969696970,3.030303030
1.500000000,8.500000000
8.500000000,1.500000000
2.020202020,7.979797980
7.979797980,2.020202020
0.707106781,0.707106781
9.292893219,9.292893219
4.000000000,6.000000000
6.000000000,4.000000000
1.618033989,8.381966011
8.381966011,1.618033989
2.718281828,7.281718172
7.281718172,2.718281828
3.333333333,6.666666667
6.666666667,3.333333333
0.010000000,0.010000000
9.990000000,9.990000000
