3.238327648,1.508491739
6.50934473,0.724362867
5.358820043,3.656889169
0.579989248,5.074357332
0.374956584,4.336456837
0.698554236,0.907130133
4.245191891,8.268521247
1.238019611,2.232389646
6.274332224,9.477089425
5.771029486,3.966804747
9.762551056,0.465826806
8.58468459,2.896092863
1.442550834,1.177922381
3.084818241,8.161263591
1.807263799,5.816001637
6.389134689,3.723975427
5.477444657,0.62788975
0.5960117,2.059587128
6.803999732,4.275923057
3.141471704,5.855618635
4.531843764,2.997669969
7.943794815,6.989944337
2.440965107,5.744237103
5.251965038,8.751374956
7.294452894,2.879377649
9.801748475,1.180657783
4.181228218,7.571409296
1.519845347,4.889631005
0.39207257,6.682158565
7.645708662,5.730259403
8.754778118,3.137475128
6.952953663,5.943698771
5.798952043,4.562053313
8.399677805,9.446810951
4.740983374,6.641522055
0.606694276,7.014920213
6.471288545,9.930959395
8.219247866,2.845955321
3.857914424,6.686527159
0.225629281,4.616952863
1.680483789,1.170957945
0.589544193,7.682329885
1.29340222,2.476148337
3.909497031,8.714219741
0.805813012,4.491874009
5.494399091,8.833838264
8.192798378,8.639844697
2.784210645,4.152965172
3.587711653,8.841928272
9.57731204,1.509209058
