0.004059,2.869137
0.005719,3.241561
0.016913,9.255752
0.035457,7.711192
0.194767,9.290986
0.236644,1.931298
0.247864,7.365645
0.571653,5.841776
0.692125,7.606022
0.709931,6.31103
0.725431,4.582855
0.732607,2.131543
0.752439,8.831064
0.774834,2.857282
0.801115,1.85825
0.847955,5.15452
0.856535,4.859905
0.969308,4.310512
1.065873,4.251462
1.07036,5.532236
1.084025,4.345638
1.210042,2.246973
1.272878,4.204463
1.342911,1.154287
1.480938,1.274455
1.545533,9.29881
1.547968,2.967078
1.574327,9.607789
1.758867,9.57966
1.902089,4.486135
1.944352,6.963543
1.991299,0.244254
2.011511,3.117163
2.042592,7.161918
2.142368,1.323118
2.224337,8.165866
2.289418,9.0542
2.301147,2.202174
2.312615,6.939498
2.352039,1.198866
2.380046,6.689778
2.38686,3.957858
2.448425,4.751363
2.472397,6.376614
2.491983,8.483363
2.495297,1.027936
2.498064,9.232656
2.547225,7.087853
2.650566,8.72433
2.652004,9.332594
2.652031,7.840706
2.717151,3.197096
2.723482,6.048298
3.009499,5.479372
3.075141,0.579252
3.082583,8.989815
3.092847,4.083929
3.139156,8.480153
3.161772,7.518645
3.28262,8.643529
3.321855,9.308159
3.380856,5.883087
3.642215,0.699738
3.695271,1.577468
3.789731,9.853088
3.851954,5.76588
4.010403,0.586354
4.024004,2.956552
4.026213,3.393026
4.063774,6.206615
4.075994,5.426111
4.14441,6.297654
4.157742,2.068344
4.192249,5.836723
4.201435,9.048385
4.218816,2.785451
4.231379,2.117982
4.235758,2.766802
4.235786,4.670247
4.276869,0.096697
4.298881,5.799848
4.381001,5.175758
4.421598,2.137014
4.431307,8.613491
4.550084,4.230075
4.564618,8.014166
4.603032,3.051909
4.72671,7.846194
4.731862,9.011808
4.746744,2.591915
4.752824,5.498036
4.856411,2.137473
4.885319,9.053365
4.943772,2.439844
5.028504,8.527199
5.179578,0.502184
5.227827,9.347063
5.38452,7.1943
5.392961,7.299311
5.401522,1.383741
5.421952,7.479756
5.503253,0.505883
5.557683,7.184083
5.840794,6.95523
5.945192,6.193815
5.950351,6.752126
5.954523,9.500396
6.062089,5.114231
6.116778,9.872331
6.267484,2.745974
6.329409,3.351883
6.34238,2.639839
6.371134,2.619553
6.414817,3.996784
6.539763,0.078231
6.547056,4.649882
6.56058,0.055448
6.633887,9.3893
6.642377,3.302
6.675777,9.878925
6.716902,2.999971
6.727957,2.246407
7.064191,0.642289
7.176122,2.035973
7.19274,5.047782
7.197543,3.003223
7.285451,3.136773
7.290758,6.733645
7.412309,5.516804
7.419501,6.706285
7.509645,7.700462
7.625108,5.39379
7.658137,5.212998
7.658344,1.283915
7.786265,5.303537
7.801162,8.841347
7.873745,1.080956
7.953455,2.275955
7.960248,1.696914
7.961223,8.607026
8.022351,8.64064
8.07497,1.904099
8.107493,2.668057
8.107717,8.814162
8.171041,2.993788
8.184235,7.511381
8.305692,5.47872
8.33745,7.035399
8.34595,5.825096
8.461037,0.922985
8.486957,1.663111
8.497377,0.728282
8.56732,7.655946
8.596354,0.708573
8.616725,2.486563
8.646057,9.76206
8.721668,8.585933
8.780096,9.469494
8.787219,8.316655
8.808642,8.792702
8.902873,2.462153
8.914259,6.126523
8.972081,7.436554
8.989246,2.100765
9.028055,6.155149
9.039286,5.455903
9.355142,5.710431
9.392371,1.153418
9.403637,6.773179
9.573176,9.954227
9.625343,2.654664
9.668891,2.79125
9.687094,5.791803
9.689963,9.26367
9.704006,1.785678
9.811497,5.362157
9.841652,0.984179
9.951494,6.498781
9.984544,9.960964
9.992825,8.360276
