0.11481,7.207218
0.26536,1.988377
0.635277,3.816193
0.79792,2.327909
0.909094,0.471164
0.927458,0.967164
1.010014,2.779736
1.096491,6.27446
1.115522,4.347653
1.634025,3.794554
1.711386,7.291268
2.109828,9.429097
2.18638,5.053553
2.204406,5.892657
2.278983,2.89388
2.290481,0.321002
2.648802,2.466275
2.668252,6.409618
2.669778,9.366546
2.750293,2.232107
2.984448,6.389495
3.15453,2.677409
3.402505,1.554795
3.70181,2.09507
3.785344,5.520406
3.994005,2.193208
4.219218,0.297972
4.537237,9.538159
5.005861,1.786519
5.362281,9.731158
5.569497,6.846143
5.613681,2.627416
5.84586,8.978229
6.089702,1.528393
6.356844,3.648322
6.394268,0.250108
6.480354,6.09131
6.498844,5.449415
6.554387,3.956319
6.817104,5.369703
7.045718,0.458244
7.364712,6.766995
7.920794,4.2216
8.058193,6.981394
8.071283,7.297318
8.094305,0.064988
8.294047,6.185198
8.428519,7.759999
8.474944,6.03726
8.617069,5.773521
8.758529,2.633891
8.763676,3.146779
8.921796,0.869388
9.126278,8.705186
9.145476,4.588519
9.572131,3.365945
9.710784,8.607797
9.895234,6.399998
9.961214,5.291143
9.975376,5.095263
